ts,ProductID,Type,Airtemperature[°C],Processtemperature[°C],Rotationalspeed[rpm],Torque[Nm],Toolwear[min],FailureType
2023-06-08 05:00:00,L47872,L,25.55000000000001,36.950000000000045,1479,42.1,58,No Failure
2023-06-08 05:15:00,L47873,L,25.55000000000001,36.950000000000045,1477,38.3,60,No Failure
2023-06-08 05:30:00,L47874,L,25.450000000000045,36.950000000000045,1394,50.0,62,No Failure
2023-06-08 05:45:00,L47875,L,25.450000000000045,36.85000000000002,1487,45.4,64,No Failure
2023-06-08 06:00:00,M15556,M,25.450000000000045,36.85000000000002,1815,25.3,66,No Failure
2023-06-08 06:15:00,M15557,M,25.450000000000045,36.650000000000034,1453,39.7,69,No Failure
2023-06-08 06:30:00,L47878,L,25.450000000000045,36.650000000000034,1539,40.2,72,No Failure
2023-06-08 06:45:00,H30113,H,25.350000000000023,36.55000000000001,1416,39.2,74,No Failure
2023-06-08 07:00:00,M15560,M,25.450000000000045,36.650000000000034,1683,31.6,79,No Failure
2023-06-08 07:15:00,L47881,L,25.55000000000001,36.650000000000034,1515,40.1,82,No Failure
2023-06-08 07:30:00,M15562,M,25.55000000000001,36.75,1531,48.3,84,No Failure
2023-06-08 07:45:00,H30117,H,25.55000000000001,36.75,1479,40.9,87,No Failure
2023-06-08 08:00:00,L47884,L,25.55000000000001,36.75,1516,33.7,92,No Failure
2023-06-08 08:15:00,L47885,L,25.55000000000001,36.85000000000002,1507,38.2,94,No Failure
2023-06-08 08:30:00,M15566,M,25.65000000000004,36.85000000000002,1434,43.3,96,No Failure
2023-06-08 08:45:00,L47887,L,25.55000000000001,36.75,1838,27.3,99,No Failure
2023-06-08 09:00:00,M15568,M,25.450000000000045,36.650000000000034,1416,45.9,101,No Failure
2023-06-08 09:15:00,M15569,M,25.450000000000045,36.650000000000034,1357,49.7,104,No Failure
2023-06-08 09:30:00,M15570,M,25.350000000000023,36.55000000000001,1697,28.1,107,No Failure
2023-06-08 09:45:00,L47891,L,25.350000000000023,36.55000000000001,1443,46.2,110,No Failure
2023-06-08 10:00:00,L47892,L,25.350000000000023,36.55000000000001,1453,37.6,112,No Failure
2023-06-08 10:15:00,L47893,L,25.25,36.450000000000045,1439,46.4,114,No Failure
2023-06-08 10:30:00,L47894,L,25.25,36.450000000000045,1609,36.2,116,No Failure
2023-06-08 10:45:00,L47895,L,25.25,36.450000000000045,1324,59.1,118,No Failure
2023-06-08 11:00:00,H30130,H,25.25,36.450000000000045,1420,45.8,120,No Failure
2023-06-08 11:15:00,L47897,L,25.25,36.55000000000001,1545,36.9,125,No Failure
2023-06-08 11:30:00,L47898,L,25.350000000000023,36.650000000000034,1477,39.0,127,No Failure
2023-06-08 11:45:00,L47899,L,25.25,36.650000000000034,1447,58.1,129,No Failure
2023-06-08 12:00:00,L47900,L,25.25,36.75,1809,23.8,131,No Failure
2023-06-08 12:15:00,L47901,L,25.350000000000023,36.75,1696,30.9,133,No Failure
2023-06-08 12:30:00,L47902,L,25.350000000000023,36.75,1427,44.7,135,No Failure
2023-06-08 12:45:00,M15583,M,25.25,36.75,1500,46.3,137,No Failure
2023-06-08 13:00:00,L47904,L,25.350000000000023,36.75,1390,44.6,140,No Failure
2023-06-08 13:15:00,L47905,L,25.25,36.650000000000034,1640,34.2,142,No Failure
2023-06-08 13:30:00,M15586,M,25.25,36.650000000000034,1628,37.4,144,No Failure
2023-06-08 13:45:00,H30141,H,25.15000000000004,36.450000000000045,1499,37.6,147,No Failure
2023-06-08 14:00:00,M15588,M,25.25,36.55000000000001,1425,50.3,152,No Failure
2023-06-08 14:15:00,L47909,L,25.15000000000004,36.450000000000045,1586,37.7,155,No Failure
2023-06-08 14:30:00,M15590,M,25.15000000000004,36.450000000000045,1471,50.7,157,No Failure
2023-06-08 14:45:00,M15591,M,25.15000000000004,36.450000000000045,1431,53.0,160,No Failure
2023-06-08 15:00:00,L47912,L,25.05000000000001,36.450000000000045,1924,22.1,163,No Failure
2023-06-08 15:15:00,M15593,M,24.950000000000045,36.25,1421,42.0,165,No Failure
2023-06-08 15:30:00,H30148,H,24.850000000000023,36.25,1305,54.6,168,No Failure
2023-06-08 15:45:00,L47915,L,24.75,36.25,1557,32.4,173,No Failure
2023-06-08 16:00:00,L47916,L,24.75,36.150000000000034,1555,38.2,175,No Failure
2023-06-08 16:15:00,H30151,H,24.75,36.150000000000034,1474,39.2,177,No Failure
2023-06-08 16:30:00,L47918,L,24.65000000000004,36.150000000000034,1506,45.9,182,No Failure
2023-06-08 16:45:00,L47919,L,24.75,36.25,1390,41.8,184,No Failure
2023-06-08 17:00:00,M15600,M,24.75,36.25,1450,46.9,186,No Failure
2023-06-08 17:15:00,L47921,L,24.75,36.150000000000034,1513,38.8,189,No Failure
2023-06-08 17:30:00,L47922,L,24.65000000000004,36.05000000000001,1643,34.7,191,No Failure
2023-06-08 17:45:00,L47923,L,24.65000000000004,36.05000000000001,1361,53.8,193,No Failure
2023-06-08 18:00:00,L47924,L,24.55000000000001,35.950000000000045,1450,40.9,195,No Failure
2023-06-08 18:15:00,L47925,L,24.55000000000001,35.85000000000002,1451,50.7,197,No Failure
2023-06-08 18:30:00,L47926,L,24.65000000000004,35.950000000000045,1289,62.0,199,Overstrain Failure
2023-06-08 18:45:00,L47927,L,24.65000000000004,35.950000000000045,1356,48.3,201,No Failure
2023-06-08 19:00:00,H30162,H,24.55000000000001,35.950000000000045,1528,46.3,203,No Failure
2023-06-08 19:15:00,L47929,L,24.450000000000045,35.85000000000002,1978,22.3,208,No Failure
2023-06-08 19:30:00,L47930,L,24.55000000000001,35.85000000000002,1535,36.8,210,No Failure
2023-06-08 19:45:00,M15611,M,24.65000000000004,35.950000000000045,1843,24.2,212,No Failure
2023-06-08 20:00:00,L47932,L,24.75,35.950000000000045,1422,48.7,215,No Failure
2023-06-08 20:15:00,L47933,L,24.65000000000004,35.85000000000002,1536,40.4,217,No Failure
2023-06-08 20:30:00,M15614,M,24.75,35.950000000000045,1483,44.3,219,No Failure
2023-06-08 20:45:00,H30169,H,24.65000000000004,35.950000000000045,1492,43.7,222,No Failure
2023-06-08 21:00:00,L47936,L,24.65000000000004,35.85000000000002,1584,40.4,227,No Failure
2023-06-08 21:15:00,L47937,L,24.75,35.950000000000045,1555,33.7,229,No Failure
2023-06-08 21:30:00,L47938,L,24.65000000000004,35.85000000000002,1497,41.7,231,No Failure
2023-06-08 21:45:00,M15619,M,24.55000000000001,35.650000000000034,1537,36.3,233,No Failure
2023-06-08 22:00:00,L47940,L,24.55000000000001,35.650000000000034,1505,39.4,236,No Failure
2023-06-08 22:15:00,L47941,L,24.55000000000001,35.650000000000034,1646,34.6,238,No Failure
2023-06-08 22:30:00,M15622,M,24.55000000000001,35.650000000000034,1286,60.5,0,No Failure
2023-06-08 22:45:00,L47943,L,24.55000000000001,35.650000000000034,1400,47.5,3,No Failure
2023-06-08 23:00:00,L47944,L,24.65000000000004,35.75,1337,56.5,5,No Failure
2023-06-08 23:15:00,L47945,L,24.75,35.85000000000002,1332,53.9,7,No Failure
2023-06-08 23:30:00,L47946,L,24.65000000000004,35.85000000000002,1561,38.3,9,No Failure
2023-06-08 23:45:00,L47947,L,24.75,35.85000000000002,1546,31.1,11,No Failure
2023-06-09 00:00:00,L47948,L,24.75,35.85000000000002,1713,29.3,13,No Failure
2023-06-09 00:15:00,L47949,L,24.75,35.85000000000002,1343,44.5,15,No Failure
2023-06-09 00:30:00,L47950,L,24.65000000000004,35.85000000000002,1391,54.4,17,No Failure
2023-06-09 00:45:00,H30185,H,24.65000000000004,35.85000000000002,1311,58.6,19,No Failure
2023-06-09 01:00:00,H30186,H,24.65000000000004,35.85000000000002,1453,51.0,24,No Failure
2023-06-09 01:15:00,L47953,L,24.65000000000004,35.85000000000002,1510,39.4,29,No Failure
2023-06-09 01:30:00,L47954,L,24.65000000000004,35.75,1448,48.8,31,No Failure
2023-06-09 01:45:00,L47955,L,24.55000000000001,35.650000000000034,1453,46.0,33,No Failure
2023-06-09 02:00:00,L47956,L,24.55000000000001,35.650000000000034,1468,39.2,35,No Failure
2023-06-09 02:15:00,L47957,L,24.55000000000001,35.650000000000034,1382,47.5,37,No Failure
2023-06-09 02:30:00,L47958,L,24.55000000000001,35.85000000000002,1580,32.2,39,No Failure
2023-06-09 02:45:00,L47959,L,24.65000000000004,35.85000000000002,1666,29.8,41,No Failure
2023-06-09 03:00:00,M15640,M,24.75,35.85000000000002,1409,50.7,43,No Failure
2023-06-09 03:15:00,L47961,L,24.65000000000004,35.85000000000002,1675,29.7,46,No Failure
2023-06-09 03:30:00,L47962,L,24.65000000000004,35.75,1698,30.8,48,No Failure
2023-06-09 03:45:00,H30197,H,24.55000000000001,35.75,1579,33.4,50,No Failure
2023-06-09 04:00:00,L47964,L,24.55000000000001,35.75,1743,27.9,55,No Failure
2023-06-09 04:15:00,M15645,M,24.75,35.85000000000002,1497,44.8,57,No Failure
2023-06-09 04:30:00,L47966,L,24.75,35.950000000000045,1741,28.8,60,No Failure
2023-06-09 04:45:00,L47967,L,24.75,35.950000000000045,1435,45.3,62,No Failure
2023-06-09 05:00:00,M15648,M,24.75,35.950000000000045,1440,46.3,64,No Failure
2023-06-09 05:15:00,M15649,M,24.75,35.85000000000002,1641,33.3,67,No Failure
2023-06-09 05:30:00,L47970,L,24.65000000000004,35.75,1420,45.4,70,No Failure
2023-06-09 05:45:00,L47971,L,24.65000000000004,35.75,1611,35.4,72,No Failure
2023-06-09 06:00:00,L47972,L,24.65000000000004,35.650000000000034,1373,42.9,74,No Failure
2023-06-09 06:15:00,M15653,M,24.65000000000004,35.75,1683,31.8,76,No Failure
2023-06-09 06:30:00,H30208,H,24.75,35.75,1547,32.6,79,No Failure
2023-06-09 06:45:00,L47975,L,24.75,35.650000000000034,1605,37.0,84,No Failure
2023-06-09 07:00:00,M15656,M,24.75,35.75,2010,18.9,86,No Failure
2023-06-09 07:15:00,L47977,L,24.65000000000004,35.55000000000001,1565,40.1,89,No Failure
2023-06-09 07:30:00,M15658,M,24.75,35.650000000000034,1828,24.6,91,No Failure
2023-06-09 07:45:00,M15659,M,24.850000000000023,35.650000000000034,1579,34.1,94,No Failure
2023-06-09 08:00:00,M15660,M,24.850000000000023,35.75,1882,24.2,97,No Failure
2023-06-09 08:15:00,L47981,L,24.75,35.650000000000034,1285,52.1,100,No Failure
2023-06-09 08:30:00,L47982,L,24.75,35.650000000000034,1571,35.0,102,No Failure
2023-06-09 08:45:00,H30217,H,24.75,35.650000000000034,1549,37.8,104,No Failure
2023-06-09 09:00:00,M15664,M,24.75,35.650000000000034,1544,37.6,109,No Failure
2023-06-09 09:15:00,M15665,M,24.850000000000023,35.75,1412,47.4,112,No Failure
2023-06-09 09:30:00,M15666,M,24.850000000000023,35.75,1422,53.0,115,No Failure
2023-06-09 09:45:00,L47987,L,24.850000000000023,35.55000000000001,1867,22.8,118,No Failure
2023-06-09 10:00:00,L47988,L,24.75,35.55000000000001,1424,43.3,120,No Failure
2023-06-09 10:15:00,L47989,L,24.75,35.450000000000045,1452,45.7,122,No Failure
2023-06-09 10:30:00,L47990,L,24.75,35.55000000000001,1550,39.7,124,No Failure
2023-06-09 10:45:00,L47991,L,24.65000000000004,35.450000000000045,1588,37.6,126,No Failure
2023-06-09 11:00:00,L47992,L,24.65000000000004,35.450000000000045,1338,44.4,128,No Failure
2023-06-09 11:15:00,L47993,L,24.65000000000004,35.450000000000045,1513,40.0,130,No Failure
2023-06-09 11:30:00,M15674,M,24.65000000000004,35.35000000000002,1470,45.9,132,No Failure
2023-06-09 11:45:00,M15675,M,24.65000000000004,35.35000000000002,1516,36.7,135,No Failure
2023-06-09 12:00:00,L47996,L,24.65000000000004,35.450000000000045,1434,48.3,138,No Failure
2023-06-09 12:15:00,L47997,L,24.65000000000004,35.450000000000045,1368,52.0,140,No Failure
2023-06-09 12:30:00,L47998,L,24.65000000000004,35.450000000000045,1304,48.7,142,No Failure
2023-06-09 12:45:00,L47999,L,24.65000000000004,35.450000000000045,1398,46.7,144,No Failure
2023-06-09 13:00:00,L48000,L,24.55000000000001,35.450000000000045,1516,37.4,146,No Failure
2023-06-09 13:15:00,L48001,L,24.55000000000001,35.450000000000045,1474,41.7,148,No Failure
2023-06-09 13:30:00,M15682,M,24.55000000000001,35.450000000000045,1547,34.7,150,No Failure
2023-06-09 13:45:00,M15683,M,24.450000000000045,35.35000000000002,1482,39.9,153,No Failure
2023-06-09 14:00:00,L48004,L,24.450000000000045,35.25,1436,42.8,156,No Failure
2023-06-09 14:15:00,L48005,L,24.450000000000045,35.150000000000034,1474,40.0,158,No Failure
2023-06-09 14:30:00,L48006,L,24.350000000000023,35.05000000000001,1481,38.2,160,No Failure
2023-06-09 14:45:00,L48007,L,24.350000000000023,35.150000000000034,1501,42.1,162,No Failure
2023-06-09 15:00:00,L48008,L,24.350000000000023,35.150000000000034,1566,37.2,164,No Failure
2023-06-09 15:15:00,L48009,L,24.350000000000023,35.150000000000034,1579,34.5,166,No Failure
2023-06-09 15:30:00,L48010,L,24.450000000000045,35.25,1631,35.0,168,No Failure
2023-06-09 15:45:00,M15691,M,24.450000000000045,35.25,1544,42.3,170,No Failure
2023-06-09 16:00:00,L48012,L,24.450000000000045,35.25,1521,38.6,173,No Failure
2023-06-09 16:15:00,L48013,L,24.450000000000045,35.25,1616,28.0,175,No Failure
2023-06-09 16:30:00,H30248,H,24.450000000000045,35.25,1333,50.2,177,No Failure
2023-06-09 16:45:00,M15695,M,24.55000000000001,35.25,1533,32.5,182,No Failure
2023-06-09 17:00:00,L48016,L,24.450000000000045,35.25,1368,45.1,185,No Failure
2023-06-09 17:15:00,L48017,L,24.450000000000045,35.25,1465,47.8,187,No Failure
2023-06-09 17:30:00,H30252,H,24.450000000000045,35.25,1406,41.5,189,No Failure
2023-06-09 17:45:00,M15699,M,24.350000000000023,35.25,1565,43.5,194,No Failure
2023-06-09 18:00:00,L48020,L,24.450000000000045,35.35000000000002,1582,37.9,197,No Failure
2023-06-09 18:15:00,L48021,L,24.450000000000045,35.35000000000002,1439,45.5,199,No Failure
2023-06-09 18:30:00,M15702,M,24.450000000000045,35.35000000000002,1566,35.0,201,No Failure
2023-06-09 18:45:00,L48023,L,24.450000000000045,35.35000000000002,1485,42.7,204,No Failure
2023-06-09 19:00:00,L48024,L,24.350000000000023,35.35000000000002,1566,35.1,206,No Failure
2023-06-09 19:15:00,L48025,L,24.15000000000004,35.150000000000034,1439,41.5,208,No Failure
2023-06-09 19:30:00,M15706,M,24.25,35.25,1416,50.0,210,No Failure
2023-06-09 19:45:00,L48027,L,24.25,35.25,2833,5.6,213,Power Failure
2023-06-09 20:00:00,L48028,L,24.15000000000004,35.25,1465,47.1,215,No Failure
2023-06-09 20:15:00,H30263,H,24.25,35.25,1586,35.5,0,No Failure
2023-06-09 20:30:00,L48030,L,24.15000000000004,35.150000000000034,1567,31.4,5,No Failure
2023-06-09 20:45:00,M15711,M,24.05000000000001,35.05000000000001,1389,48.6,7,No Failure
2023-06-09 21:00:00,M15712,M,24.15000000000004,35.150000000000034,1368,49.5,10,No Failure
2023-06-09 21:15:00,L48033,L,24.15000000000004,35.150000000000034,1444,49.0,13,No Failure
2023-06-09 21:30:00,M15714,M,24.15000000000004,35.150000000000034,1498,41.6,15,No Failure
2023-06-09 21:45:00,L48035,L,23.950000000000045,35.05000000000001,1615,30.8,18,No Failure
2023-06-09 22:00:00,L48036,L,23.950000000000045,34.950000000000045,1898,22.7,20,No Failure
2023-06-09 22:15:00,M15717,M,23.950000000000045,34.950000000000045,1350,53.3,22,No Failure
2023-06-09 22:30:00,M15718,M,24.05000000000001,34.85000000000002,1516,37.6,25,No Failure
2023-06-09 22:45:00,H30273,H,24.05000000000001,34.85000000000002,1542,40.6,28,No Failure
2023-06-09 23:00:00,H30274,H,23.950000000000045,34.75,1541,32.6,33,No Failure
2023-06-09 23:15:00,M15721,M,23.950000000000045,34.75,1951,23.3,38,No Failure
2023-06-09 23:30:00,H30276,H,23.950000000000045,34.650000000000034,1645,31.0,41,No Failure
2023-06-09 23:45:00,L48043,L,23.850000000000023,34.55000000000001,1416,44.2,46,No Failure
2023-06-10 00:00:00,M15724,M,23.850000000000023,34.55000000000001,2044,22.3,48,No Failure
2023-06-10 00:15:00,L48045,L,23.75,34.450000000000045,1414,50.2,51,No Failure
2023-06-10 00:30:00,L48046,L,23.75,34.450000000000045,1678,26.7,53,No Failure
2023-06-10 00:45:00,H30281,H,23.75,34.35000000000002,1594,33.2,55,No Failure
2023-06-10 01:00:00,M15728,M,23.65000000000004,34.35000000000002,1514,37.7,60,No Failure
2023-06-10 01:15:00,L48049,L,23.65000000000004,34.35000000000002,1358,49.2,63,No Failure
2023-06-10 01:30:00,L48050,L,23.65000000000004,34.25,1325,56.2,65,No Failure
2023-06-10 01:45:00,L48051,L,23.65000000000004,34.25,1339,53.2,67,No Failure
2023-06-10 02:00:00,M15732,M,23.65000000000004,34.25,1335,51.7,69,No Failure
2023-06-10 02:15:00,L48053,L,23.75,34.25,1892,21.7,72,No Failure
2023-06-10 02:30:00,L48054,L,23.75,34.25,1575,28.5,74,No Failure
2023-06-10 02:45:00,M15735,M,23.65000000000004,34.150000000000034,1444,45.5,76,No Failure
2023-06-10 03:00:00,L48056,L,23.55000000000001,34.150000000000034,1915,22.4,79,No Failure
2023-06-10 03:15:00,M15737,M,23.450000000000045,34.05000000000001,1584,33.6,81,No Failure
2023-06-10 03:30:00,M15738,M,23.55000000000001,34.150000000000034,1685,34.9,84,No Failure
2023-06-10 03:45:00,L48059,L,23.65000000000004,34.150000000000034,1337,54.6,87,No Failure
2023-06-10 04:00:00,M15740,M,23.65000000000004,34.150000000000034,1235,76.2,89,Power Failure
2023-06-10 04:15:00,L48061,L,23.55000000000001,34.05000000000001,1464,46.2,92,No Failure
2023-06-10 04:30:00,M15742,M,23.55000000000001,34.05000000000001,1739,25.9,94,No Failure
2023-06-10 04:45:00,L48063,L,23.55000000000001,34.150000000000034,1490,34.3,97,No Failure
2023-06-10 05:00:00,L48064,L,23.65000000000004,34.25,1356,48.0,99,No Failure
2023-06-10 05:15:00,L48065,L,23.55000000000001,34.05000000000001,1397,52.0,101,No Failure
2023-06-10 05:30:00,L48066,L,23.55000000000001,34.05000000000001,1458,40.6,103,No Failure
2023-06-10 05:45:00,H30301,H,23.55000000000001,34.05000000000001,2161,16.5,105,No Failure
2023-06-10 06:00:00,M15748,M,23.450000000000045,33.950000000000045,1651,28.1,110,No Failure
2023-06-10 06:15:00,L48069,L,23.450000000000045,33.950000000000045,1389,46.2,113,No Failure
2023-06-10 06:30:00,L48070,L,23.450000000000045,33.85000000000002,1370,52.4,115,No Failure
2023-06-10 06:45:00,L48071,L,23.55000000000001,33.950000000000045,1408,47.9,117,No Failure
2023-06-10 07:00:00,L48072,L,23.55000000000001,33.950000000000045,1343,54.4,119,No Failure
2023-06-10 07:15:00,M15753,M,23.55000000000001,34.05000000000001,1423,42.5,121,No Failure
2023-06-10 07:30:00,L48074,L,23.450000000000045,34.05000000000001,1426,48.6,124,No Failure
2023-06-10 07:45:00,M15755,M,23.450000000000045,34.05000000000001,1435,51.6,126,No Failure
2023-06-10 08:00:00,L48076,L,23.350000000000023,33.950000000000045,1573,35.1,129,No Failure
2023-06-10 08:15:00,L48077,L,23.450000000000045,34.05000000000001,1612,31.2,131,No Failure
2023-06-10 08:30:00,L48078,L,23.450000000000045,34.05000000000001,1446,49.9,133,No Failure
2023-06-10 08:45:00,H30313,H,23.450000000000045,34.05000000000001,1329,55.3,135,No Failure
2023-06-10 09:00:00,L48080,L,23.450000000000045,34.05000000000001,1569,35.1,140,No Failure
2023-06-10 09:15:00,H30315,H,23.450000000000045,33.950000000000045,1256,62.3,142,No Failure
2023-06-10 09:30:00,L48082,L,23.450000000000045,33.950000000000045,1383,48.7,147,No Failure
2023-06-10 09:45:00,L48083,L,23.55000000000001,34.05000000000001,2270,14.6,149,Power Failure
2023-06-10 10:00:00,H30318,H,23.55000000000001,34.05000000000001,1458,49.8,151,No Failure
2023-06-10 10:15:00,L48085,L,23.450000000000045,33.950000000000045,1474,41.2,156,No Failure
2023-06-10 10:30:00,M15766,M,23.450000000000045,33.950000000000045,1462,49.2,158,No Failure
2023-06-10 10:45:00,M15767,M,23.450000000000045,33.950000000000045,1669,29.0,161,No Failure
2023-06-10 11:00:00,M15768,M,23.350000000000023,33.950000000000045,1822,24.3,164,No Failure
2023-06-10 11:15:00,L48089,L,23.350000000000023,33.85000000000002,1456,39.2,167,No Failure
2023-06-10 11:30:00,L48090,L,23.350000000000023,33.85000000000002,1546,35.9,169,No Failure
2023-06-10 11:45:00,M15771,M,23.450000000000045,33.950000000000045,1490,42.7,171,No Failure
2023-06-10 12:00:00,L48092,L,23.450000000000045,33.85000000000002,1569,40.4,174,No Failure
2023-06-10 12:15:00,L48093,L,23.350000000000023,33.85000000000002,1621,29.5,176,No Failure
2023-06-10 12:30:00,M15774,M,23.25,33.75,1518,40.6,178,No Failure
2023-06-10 12:45:00,M15775,M,23.25,33.650000000000034,1526,38.2,181,No Failure
2023-06-10 13:00:00,M15776,M,23.15000000000004,33.650000000000034,1589,36.2,184,No Failure
2023-06-10 13:15:00,L48097,L,23.15000000000004,33.55000000000001,1475,51.0,187,No Failure
2023-06-10 13:30:00,M15778,M,23.15000000000004,33.55000000000001,1473,38.5,189,No Failure
2023-06-10 13:45:00,L48099,L,23.25,33.650000000000034,1407,50.7,192,No Failure
2023-06-10 14:00:00,M15780,M,23.350000000000023,33.75,1518,44.1,194,No Failure
2023-06-10 14:15:00,H30335,H,23.350000000000023,33.75,1593,37.2,197,No Failure
2023-06-10 14:30:00,M15782,M,23.350000000000023,33.75,1380,52.4,202,No Failure
2023-06-10 14:45:00,M15783,M,23.350000000000023,33.85000000000002,1423,45.3,205,No Failure
2023-06-10 15:00:00,L48104,L,23.350000000000023,33.85000000000002,1800,27.6,208,No Failure
2023-06-10 15:15:00,H30339,H,23.450000000000045,33.950000000000045,1623,30.9,210,No Failure
2023-06-10 15:30:00,L48106,L,23.450000000000045,33.950000000000045,1372,55.6,215,Overstrain Failure
2023-06-10 15:45:00,H30341,H,23.450000000000045,33.85000000000002,1396,52.4,0,No Failure
2023-06-10 16:00:00,L48108,L,23.450000000000045,33.85000000000002,1949,21.9,5,No Failure
2023-06-10 16:15:00,L48109,L,23.450000000000045,33.85000000000002,1419,51.1,7,No Failure
2023-06-10 16:30:00,M15790,M,23.350000000000023,33.75,1453,47.3,9,No Failure
2023-06-10 16:45:00,L48111,L,23.350000000000023,33.75,1542,36.2,12,No Failure
2023-06-10 17:00:00,L48112,L,23.450000000000045,33.85000000000002,1363,50.0,14,No Failure
2023-06-10 17:15:00,L48113,L,23.350000000000023,33.85000000000002,1597,37.2,16,No Failure
2023-06-10 17:30:00,M15794,M,23.350000000000023,33.85000000000002,1326,50.8,18,No Failure
2023-06-10 17:45:00,M15795,M,23.350000000000023,33.85000000000002,1641,36.6,21,No Failure
2023-06-10 18:00:00,M15796,M,23.450000000000045,33.950000000000045,1418,46.2,24,No Failure
2023-06-10 18:15:00,L48117,L,23.450000000000045,34.05000000000001,1263,61.8,27,No Failure
2023-06-10 18:30:00,L48118,L,23.450000000000045,34.05000000000001,1823,25.8,29,No Failure
2023-06-10 18:45:00,L48119,L,23.350000000000023,33.950000000000045,1488,40.7,31,No Failure
2023-06-10 19:00:00,L48120,L,23.450000000000045,34.05000000000001,1443,48.9,33,No Failure
2023-06-10 19:15:00,L48121,L,23.450000000000045,34.05000000000001,1650,28.2,35,No Failure
2023-06-10 19:30:00,M15802,M,23.55000000000001,34.150000000000034,1462,44.3,37,No Failure
2023-06-10 19:45:00,M15803,M,23.450000000000045,34.05000000000001,1477,45.0,40,No Failure
2023-06-10 20:00:00,M15804,M,23.55000000000001,34.150000000000034,1712,28.5,43,No Failure
2023-06-10 20:15:00,M15805,M,23.55000000000001,34.150000000000034,1347,50.4,46,No Failure
2023-06-10 20:30:00,L48126,L,23.450000000000045,34.05000000000001,1287,54.8,49,No Failure
2023-06-10 20:45:00,L48127,L,23.450000000000045,34.05000000000001,1428,44.5,51,No Failure
2023-06-10 21:00:00,M15808,M,23.450000000000045,34.150000000000034,1426,45.5,53,No Failure
2023-06-10 21:15:00,L48129,L,23.450000000000045,34.150000000000034,1636,32.7,56,No Failure
2023-06-10 21:30:00,L48130,L,23.450000000000045,34.05000000000001,1424,42.5,58,No Failure
2023-06-10 21:45:00,H30365,H,23.450000000000045,34.150000000000034,1509,35.8,60,No Failure
2023-06-10 22:00:00,L48132,L,23.350000000000023,34.05000000000001,1448,48.9,65,No Failure
2023-06-10 22:15:00,L48133,L,23.350000000000023,33.950000000000045,1650,32.8,67,No Failure
2023-06-10 22:30:00,H30368,H,23.450000000000045,34.05000000000001,1414,42.5,69,No Failure
2023-06-10 22:45:00,L48135,L,23.450000000000045,34.150000000000034,1911,20.9,74,No Failure
2023-06-10 23:00:00,H30370,H,23.450000000000045,34.05000000000001,1632,32.2,76,No Failure
2023-06-10 23:15:00,M15817,M,23.55000000000001,34.25,1387,40.1,81,No Failure
2023-06-10 23:30:00,L48138,L,23.65000000000004,34.25,1399,47.6,84,No Failure
2023-06-10 23:45:00,L48139,L,23.65000000000004,34.35000000000002,1505,35.2,86,No Failure
2023-06-11 00:00:00,L48140,L,23.65000000000004,34.35000000000002,1534,37.9,88,No Failure
2023-06-11 00:15:00,L48141,L,23.65000000000004,34.35000000000002,1493,40.5,90,No Failure
2023-06-11 00:30:00,M15822,M,23.65000000000004,34.450000000000045,1480,43.2,92,No Failure
2023-06-11 00:45:00,L48143,L,23.65000000000004,34.450000000000045,1621,31.6,95,No Failure
2023-06-11 01:00:00,L48144,L,23.55000000000001,34.35000000000002,1737,26.2,97,No Failure
2023-06-11 01:15:00,L48145,L,23.65000000000004,34.450000000000045,1508,46.5,99,No Failure
2023-06-11 01:30:00,M15826,M,23.65000000000004,34.35000000000002,1641,32.2,101,No Failure
2023-06-11 01:45:00,M15827,M,23.75,34.450000000000045,1532,38.6,104,No Failure
2023-06-11 02:00:00,L48148,L,23.75,34.55000000000001,1547,40.9,107,No Failure
2023-06-11 02:15:00,L48149,L,23.75,34.450000000000045,1412,41.0,109,No Failure
2023-06-11 02:30:00,L48150,L,23.65000000000004,34.35000000000002,1568,35.1,111,No Failure
2023-06-11 02:45:00,L48151,L,23.75,34.450000000000045,1557,41.1,113,No Failure
2023-06-11 03:00:00,L48152,L,23.65000000000004,34.450000000000045,1644,35.2,115,No Failure
2023-06-11 03:15:00,L48153,L,23.75,34.450000000000045,1679,30.4,117,No Failure
2023-06-11 03:30:00,L48154,L,23.850000000000023,34.450000000000045,1511,35.2,119,No Failure
2023-06-11 03:45:00,M15835,M,23.850000000000023,34.450000000000045,1628,36.8,121,No Failure
2023-06-11 04:00:00,M15836,M,23.850000000000023,34.450000000000045,1392,51.3,124,No Failure
2023-06-11 04:15:00,L48157,L,23.850000000000023,34.55000000000001,1917,21.0,127,No Failure
2023-06-11 04:30:00,M15838,M,24.05000000000001,34.650000000000034,1526,42.3,129,No Failure
2023-06-11 04:45:00,L48159,L,24.05000000000001,34.650000000000034,1389,53.3,132,No Failure
2023-06-11 05:00:00,L48160,L,23.950000000000045,34.55000000000001,1409,42.8,134,No Failure
2023-06-11 05:15:00,L48161,L,24.05000000000001,34.650000000000034,1655,31.1,136,No Failure
2023-06-11 05:30:00,L48162,L,24.05000000000001,34.75,1516,39.1,138,No Failure
2023-06-11 05:45:00,L48163,L,24.05000000000001,34.75,1526,34.9,140,No Failure
2023-06-11 06:00:00,L48164,L,24.15000000000004,34.950000000000045,1419,48.6,142,No Failure
